subject_id,step,angle,translation,GD_EP,CD_EP,GD_IP,CD_IP
fCMR_Siemens_027,37,1.1288,2.5753,1.2118,2.0556,1.3507,8.5632
fCMR_Siemens_006,37,2.5465,2.3515,1.6775,0.852,1.8588,8.1097
fCMR_Siemens_144,37,2.4426,1.9922,2.1487,7.2317,2.018,15.7012
fCMR_Siemens_068,37,1.4556,2.0258,0.7197,1.2134,0.9325,7.7749
fCMR_Siemens_198,37,2.5518,2.4928,0.5936,2.9853,1,8.116
fCMR_Siemens_018,38,2.9073,2.7932,1.1149,2.5391,1.1168,6.1888
fCMR_Siemens_113,38,3.0912,2.6596,0.4306,19.7627,0.4527,41.3856
fCMR_Siemens_027,38,3.0813,1.5018,0.8183,1.9095,1.1861,7.3617
fCMR_Siemens_006,38,2.5116,0.8084,2.8509,7.2432,2.6863,20.7564
fCMR_Siemens_144,38,1.3332,2.48,2.5977,9.7189,2.1491,22.8902
fCMR_Siemens_068,38,2.1982,1.8302,1.1144,0.6729,1.4768,4.9308
fCMR_Siemens_198,38,2.537,3.5928,0.6044,2.6241,1.1363,7.7041
fCMR_Siemens_018,39,2.4095,2.479,0.6382,2.643,1.2759,6.5257
fCMR_Siemens_113,39,2.4002,2.533,0.4092,18.1009,0.4248,38.5015
fCMR_Siemens_027,39,1.4451,2.3478,0.6868,4.0186,1.5418,9.9425
fCMR_Siemens_006,39,0.7235,2.4725,2.3545,4.2574,2.2672,14.9405
fCMR_Siemens_144,39,1.9074,1.1868,2.5969,3.501,2.1584,10.4651
fCMR_Siemens_068,39,1.176,2.9138,1.825,5.1121,1.8935,13.147
fCMR_Siemens_198,39,2.253,0.9411,1.3408,3.3437,1.3616,8.657
fCMR_Siemens_018,40,1.9991,2.0996,0.9482,2.6305,0.9592,6.078
fCMR_Siemens_113,40,0.9794,3.5949,0.3161,29.4382,0.3411,60.2768
fCMR_Siemens_027,40,2.8451,3.2763,1.7665,5.576,1.7791,13.8136
fCMR_Siemens_006,40,1.8275,2.1036,1.7698,6.5657,2.0605,20.6685
fCMR_Siemens_144,40,1.7933,1.8137,2.6767,2.3798,2.431,7.4592
fCMR_Siemens_068,40,2.4258,2.8762,1.4215,3.6577,1.466,7.915
fCMR_Siemens_198,40,1.7275,1.9008,0.5187,4.1304,0.9963,11.0801
fCMR_Siemens_018,41,1.7687,2.7078,0.7822,2.4734,0.7906,5.536
fCMR_Siemens_113,41,3.0574,2.0044,0.1586,9.2087,0.2381,19.2162
fCMR_Siemens_027,41,2.6144,3.0524,0.986,1.4917,1.0713,4.8065
fCMR_Siemens_006,41,2.7747,2.9518,1.8652,6.5421,1.9138,18.2204
fCMR_Siemens_144,41,2.5366,3.1238,2.894,6.6228,2.7331,15.4192
