subject_id,step,angle,translation,GD_EP,GD_EP_Q,GD_EP_G,CD_EP,CD_EP_Q,CD_EP_G,GD_IP,CD_IP
fCMR_Siemens_018,94,3.0259,2.8961,0.5231,0.5295,0.5316,1.9692,1.9692,1.9692,0.5458,5.9078
fCMR_Siemens_113,94,3.0906,2.2489,0.117,0.1171,0.1171,4.2331,4.2331,4.2331,0.1491,9.4524
fCMR_Siemens_027,94,1.4033,1.6689,0.0784,0.0784,0.0784,1.1888,1.1888,1.1888,0.1771,3.2321
fCMR_Siemens_006,94,1.2864,3.0346,0.2454,0.3332,0.7571,1.1907,1.1907,1.1907,0.8177,5.5186
fCMR_Siemens_144,94,3.1231,2.7453,0.06,0.06,0.06,1.8631,1.8631,1.8631,0.103,4.8493
fCMR_Siemens_068,94,1.9792,2.8992,0.4218,0.4229,0.4232,0.8839,0.8839,0.8839,0.4742,4.1592
fCMR_Siemens_198,94,2.7402,2.1115,0.3462,0.3463,0.3463,2.8449,2.8449,2.8449,0.3584,9.6049
fCMR_Siemens_018,95,2.4508,2.1,0.2641,0.2641,0.2641,0.9504,0.9504,0.9504,0.2962,5.5453
fCMR_Siemens_113,95,1.0719,3.1561,0.0805,0.0806,0.0806,4.1647,4.1647,4.1647,0.164,11.9874
fCMR_Siemens_027,95,1.233,2.1178,0.1702,0.1702,0.1702,2.8867,2.8867,2.8867,0.206,7.3255
fCMR_Siemens_006,95,2.2248,2.3159,0.4264,0.274,0.7919,2.3662,2.3662,2.3662,0.8483,8.0178
fCMR_Siemens_144,95,2.5362,1.777,0.132,0.132,0.132,2.3598,2.3598,2.3598,0.1811,5.8334
fCMR_Siemens_068,95,2.4957,2.5359,0.5423,0.5423,0.5424,2.6017,2.6017,2.6017,0.5575,6.9141
fCMR_Siemens_198,95,2.3542,3.3592,0.2471,0.2471,0.2471,1.2136,1.2136,1.2136,0.2586,3.0584
fCMR_Siemens_018,96,2.6773,2.7429,0.117,0.1174,0.1175,2.5349,2.5349,2.5349,0.1609,6.4381
fCMR_Siemens_113,96,2.5924,2.8482,0.0663,0.0663,0.0663,4.1466,4.1466,4.1466,0.1084,11.0689
fCMR_Siemens_027,96,1.6657,3.3789,0.1768,0.1776,0.1778,0.4901,0.4901,0.4901,0.2847,3.5779
fCMR_Siemens_006,96,1.5576,2.5828,0.2628,0.2631,0.2632,3.1151,3.1151,3.1151,0.3773,8.167
fCMR_Siemens_144,96,1.8477,3.8376,0.0985,0.0986,0.0987,2.6061,2.6061,2.6061,0.1644,6.8417
fCMR_Siemens_068,96,2.5631,1.7531,0.2325,0.2324,0.2324,1.4637,1.4637,1.4637,0.2459,5.3663
fCMR_Siemens_198,96,2.5863,2.3995,0.2375,0.2375,0.2375,1.971,1.971,1.971,0.2582,5.8527
fCMR_Siemens_018,97,1.6313,3.0585,0.1253,0.2585,0.1258,2.0112,2.0112,2.0112,0.1829,6.5316
fCMR_Siemens_113,97,1.4066,1.9243,0.0548,0.055,0.0551,5.6933,5.6933,5.6933,0.1344,13.8839
fCMR_Siemens_027,97,1.6182,2.5674,0.1411,0.141,0.141,1.2532,1.2532,1.2532,0.205,4.3704
fCMR_Siemens_006,97,2.7641,1.9977,0.2069,0.7554,0.3569,2.8297,2.8297,2.8297,0.778,8.8034
fCMR_Siemens_144,97,3.1145,2.3254,0.2389,0.5389,0.621,1.2039,1.2039,1.2039,0.6824,5.745
fCMR_Siemens_068,97,2.1767,2.686,0.7621,0.7832,0.7894,2.2812,2.2812,2.2812,0.8127,7.9235
fCMR_Siemens_198,97,2.279,1.9578,0.175,0.175,0.175,1.3799,1.3799,1.3799,0.2144,4.4791
fCMR_Siemens_018,98,2.8951,1.9892,0.7386,0.3109,0.8015,5.165,5.165,5.165,0.8376,15.0485
fCMR_Siemens_113,98,2.4676,2.1969,0.1288,0.1288,0.1288,7.884,7.884,7.884,0.1664,16.9901
fCMR_Siemens_027,98,2.039,3.0348,0.0871,0.4375,0.0867,1.6864,1.6864,1.6864,0.2256,6.0755
fCMR_Siemens_006,98,2.2755,2.7784,0.2267,0.2267,0.2268,2.9323,2.9323,2.9323,0.2444,7.0853
fCMR_Siemens_144,98,1.4692,1.1606,0.1511,0.151,0.151,1.3898,1.3898,1.3898,0.1919,3.857
fCMR_Siemens_068,98,1.7826,2.8893,0.1927,0.1927,0.1927,4.2893,4.2893,4.2893,0.2109,10.0496
fCMR_Siemens_198,98,3.0681,2.3782,0.194,0.3163,0.1941,1.0078,1.0078,1.0078,0.2768,5.0733
fCMR_Siemens_018,99,2.1504,2.339,0.5519,0.7292,0.8531,1.5533,1.5533,1.5533,1.113,8.5791
fCMR_Siemens_113,99,2.1068,2.8501,0.1255,0.1255,0.1254,5.9626,5.9626,5.9626,0.1749,14.3117
fCMR_Siemens_027,99,3.1007,2.3096,0.1996,0.1997,0.1997,2.4297,2.4297,2.4297,0.2445,5.972
fCMR_Siemens_006,99,3.109,2.5588,0.3251,0.3251,0.325,2.8788,2.8788,2.8788,0.3679,7.0313
fCMR_Siemens_144,99,2.6221,2.5388,0.0841,0.0841,0.084,0.9129,0.9129,0.9129,0.1125,2.9874
fCMR_Siemens_068,99,2.9497,1.9095,0.3669,0.673,0.5141,2.1777,2.1777,2.1777,0.8437,7.5646
fCMR_Siemens_198,99,1.8966,2.6639,0.201,0.2014,0.2015,1.6485,1.6485,1.6485,0.2213,5.241
fCMR_Siemens_018,100,1.7819,3.6606,0.1969,0.453,0.1991,0.0756,0.0756,0.0756,0.3266,2.7589
fCMR_Siemens_113,100,2.5659,2.4313,0.0622,0.0622,0.0622,7.1521,7.1521,7.1521,0.1388,15.4704
fCMR_Siemens_027,100,2.8596,2.9796,0.0741,0.0741,0.0741,1.8761,1.8761,1.8761,0.1803,6.3324
fCMR_Siemens_006,100,2.8209,2.4977,0.4043,0.3621,0.93,0.769,0.769,0.769,0.9086,8.7951
fCMR_Siemens_144,100,2.1683,0.8625,0.1463,0.1463,0.1463,2.921,2.921,2.921,0.1716,7.3095
fCMR_Siemens_068,100,2.5236,3.3471,0.6695,0.6713,0.6719,3.8386,3.8386,3.8386,0.6885,9.8607
fCMR_Siemens_198,100,2.6088,2.5208,0.2222,0.2222,0.2222,1.1527,1.1527,1.1527,0.2339,3.6244
fCMR_Siemens_018,101,0.9996,2.9698,0.1681,0.168,0.1679,1.7266,1.7266,1.7266,0.2225,5.2339
fCMR_Siemens_113,101,1.803,2.2348,0.0456,0.0456,0.0456,5.9177,5.9177,5.9177,0.1263,14.5364
fCMR_Siemens_027,101,2.4597,3.0871,0.1195,0.1194,0.1194,0.8082,0.8082,0.8082,0.1879,3.1105
fCMR_Siemens_006,101,2.859,3.3506,0.2554,0.5775,0.6733,3.4723,3.4723,3.4723,0.7547,11.1456
fCMR_Siemens_144,101,2.3685,3.7393,0.1067,0.1068,0.1068,0.9813,0.9813,0.9813,0.1512,3.5879
fCMR_Siemens_068,101,3.014,4.0231,0.6029,0.6029,0.6029,0.9696,0.9696,0.9696,0.609,2.8743
fCMR_Siemens_198,101,1.443,3.2725,0.3206,0.3206,0.3206,1.7172,1.7172,1.7172,0.3401,5.5234
fCMR_Siemens_018,102,1.5915,3.4383,0.1559,0.1562,0.1563,1.8464,1.8464,1.8464,0.229,5.8482
fCMR_Siemens_113,102,2.1577,1.8674,0.129,0.129,0.129,2.357,2.357,2.357,0.1472,6.6635
fCMR_Siemens_027,102,2.6998,2.7097,0.1644,0.1644,0.1644,2.302,2.302,2.302,0.1909,6.7944
fCMR_Siemens_006,102,2.6111,3.2504,0.2857,0.2857,0.2857,2.8912,2.8912,2.8912,0.3315,7.7656
fCMR_Siemens_144,102,2.8612,2.6661,0.0639,0.064,0.064,2.0312,2.0312,2.0312,0.1856,6.617
fCMR_Siemens_068,102,2.6574,2.0093,0.3641,0.3649,0.3651,2.234,2.234,2.234,0.4166,7.1473
fCMR_Siemens_198,102,2.311,2.5127,0.2726,0.2726,0.2726,3.1286,3.1286,3.1286,0.2865,8.5476
fCMR_Siemens_018,103,1.6741,2.4906,0.3444,0.3446,0.3446,1.0366,1.0366,1.0366,0.3652,3.4276
fCMR_Siemens_113,103,3.1146,3.2939,0.1665,0.1665,0.1665,2.4616,2.4616,2.4616,0.1736,6.3634
fCMR_Siemens_027,103,2.2177,2.2397,0.2029,0.2029,0.2029,0.5753,0.5753,0.5753,0.2224,3.1836
fCMR_Siemens_006,103,1.0815,3.1037,0.2671,0.2671,0.2671,1.8665,1.8665,1.8665,0.2894,5.2596
fCMR_Siemens_144,103,1.2513,3.075,0.1216,0.1216,0.1216,1.7826,1.7826,1.7826,0.1801,4.4304
fCMR_Siemens_068,103,2.8521,1.983,0.2226,0.2225,0.2225,2.6184,2.6184,2.6184,0.2738,7.1044
fCMR_Siemens_198,103,3.1304,2.4894,0.24,0.24,0.24,1.8704,1.8704,1.8704,0.2554,5.4402
fCMR_Siemens_018,104,2.4972,2.9863,0.2568,0.2652,0.2679,1.7359,1.7359,1.7359,0.3263,8.7315
fCMR_Siemens_113,104,2.6088,2.984,0.0589,0.0589,0.0588,5.532,5.532,5.532,0.106,11.768
fCMR_Siemens_027,104,1.4745,2.1658,0.1202,0.1202,0.1202,1.8837,1.8837,1.8837,0.1657,6.1416
fCMR_Siemens_006,104,2.7416,2.1913,0.4417,0.6395,0.6941,1.0344,1.0344,1.0344,0.7176,3.8534
fCMR_Siemens_144,104,2.1076,0.7842,0.179,0.179,0.179,2.4589,2.4589,2.4589,0.1906,6.858
fCMR_Siemens_068,104,3.0912,1.6244,0.7749,0.7792,0.7805,1.9472,1.9472,1.9472,0.7924,7.914
fCMR_Siemens_198,104,2.1187,1.5827,0.2468,0.5987,0.5486,4.0585,4.0585,4.0585,0.7317,11.3152
fCMR_Siemens_018,105,1.6407,2.8038,0.2271,0.2314,0.2328,1.5364,1.5364,1.5364,0.3025,5.2442
fCMR_Siemens_113,105,2.053,2.1649,0.1365,0.1364,0.1364,11.1148,11.1148,11.1148,0.1687,23.0567
fCMR_Siemens_027,105,2.8489,2.7356,0.2052,0.2051,0.2051,3.5278,3.5278,3.5278,0.2631,8.4814
fCMR_Siemens_006,105,2.0996,1.7699,0.3724,1.2949,1.368,2.1195,2.1195,2.1195,1.3475,10.3564
fCMR_Siemens_144,105,2.4554,2.6457,0.0683,0.0683,0.0682,1.1683,1.1683,1.1683,0.1448,3.5401
fCMR_Siemens_068,105,2.4717,3.0511,0.3588,0.5648,0.3613,1.1137,1.1137,1.1137,0.396,5.0492
fCMR_Siemens_198,105,1.6577,2.4499,0.1831,0.1831,0.1831,1.2,1.2,1.2,0.201,3.9044
fCMR_Siemens_018,106,2.7451,1.5482,0.5036,0.5505,0.9182,2.76,2.76,2.76,1.044,9.5064
fCMR_Siemens_113,106,1.3292,2.7695,0.0894,0.0894,0.0894,4.6569,4.6569,4.6569,0.1107,10.4674
fCMR_Siemens_027,106,3.0187,3.7176,0.1084,0.1084,0.1084,2.8028,2.8028,2.8028,0.149,7.0448
fCMR_Siemens_006,106,2.5806,3.1687,0.3066,0.3072,0.3073,3.5622,3.5622,3.5622,0.3423,9.852
fCMR_Siemens_144,106,2.644,2.9995,0.1202,0.1203,0.1204,2.3874,2.3874,2.3874,0.135,5.9938
fCMR_Siemens_068,106,3.1105,1.6053,0.3922,0.4172,0.425,4.1549,4.1549,4.1549,0.5237,12.385
fCMR_Siemens_198,106,1.9453,2.515,0.1924,0.1924,0.1924,1.6928,1.6928,1.6928,0.2095,4.8404
fCMR_Siemens_018,107,2.7016,2.504,0.3708,0.3731,0.3739,1.6227,1.6227,1.6227,0.4213,5.685
fCMR_Siemens_113,107,3.0865,2.8597,0.0982,0.0757,0.0982,6.399,6.399,6.399,0.1179,13.6532
fCMR_Siemens_027,107,1.2964,2.8783,0.156,0.156,0.1559,0.7989,0.7989,0.7989,0.2081,3.272
fCMR_Siemens_006,107,0.5339,2.9809,0.1861,0.186,0.186,2.2235,2.2235,2.2235,0.2166,5.7331
fCMR_Siemens_144,107,2.9537,0.83,0.0588,0.0588,0.0588,1.3366,1.3366,1.3366,0.1136,3.7788
fCMR_Siemens_068,107,1.7761,2.6846,0.5359,0.536,0.536,1.774,1.774,1.774,0.5468,6.8339
fCMR_Siemens_198,107,2.2221,2.4817,0.3057,0.3057,0.3057,3.0559,3.0559,3.0559,0.3105,7.4965
fCMR_Siemens_018,108,1.6232,1.5791,0.7796,1.3035,0.7734,2.6025,2.6025,2.6025,0.8354,8.2774
fCMR_Siemens_113,108,1.7668,2.487,0.1149,0.115,0.115,6.1361,6.1361,6.1361,0.1735,14.1489
fCMR_Siemens_027,108,2.9986,2.953,0.1171,0.1171,0.1171,1.1778,1.1778,1.1778,0.1524,3.4155
fCMR_Siemens_006,108,2.5512,2.4876,0.7051,1.2236,1.2785,0.8972,0.8972,0.8972,1.3121,8.6062
fCMR_Siemens_144,108,1.7046,3.1745,0.1406,0.1406,0.1406,1.9698,1.9698,1.9698,0.1958,4.8878
fCMR_Siemens_068,108,2.7231,2.1195,0.6249,0.6249,0.6248,0.8894,0.8894,0.8894,0.6297,3.8555
fCMR_Siemens_198,108,2.4319,3.3011,0.2543,0.2542,0.2542,1.1082,1.1082,1.1082,0.2726,3.7853
fCMR_Siemens_018,109,1.8419,3.2007,0.6861,0.6883,0.6891,1.972,1.972,1.972,0.8217,10.7475
fCMR_Siemens_113,109,1.0937,2.305,0.1817,0.1818,0.1818,4.9429,4.9429,4.9429,0.2133,11.432
fCMR_Siemens_027,109,2.9462,3.7605,0.1591,0.2969,0.159,0.9843,0.9843,0.9843,0.2076,3.6914
fCMR_Siemens_006,109,2.0995,2.2891,0.1907,0.1906,0.1906,3.1672,3.1672,3.1672,0.238,8.3357
fCMR_Siemens_144,109,1.7087,3.2634,0.1332,0.133,0.1329,2.6275,2.6275,2.6275,0.2241,6.4049
fCMR_Siemens_068,109,2.4927,1.5467,0.2693,0.2695,0.2695,4.1865,4.1865,4.1865,0.2998,9.941
fCMR_Siemens_198,109,3.1277,3.3272,0.2424,0.2424,0.2424,1.1198,1.1198,1.1198,0.2498,6.1987
fCMR_Siemens_018,110,2.1073,2.9968,0.4668,1.7639,0.4839,3.1705,3.1705,3.1705,0.7252,9.5149
fCMR_Siemens_113,110,2.4701,2.4463,0.0776,0.0776,0.0776,5.3679,5.3679,5.3679,0.142,12.4628
fCMR_Siemens_027,110,2.2583,2.6586,0.1792,0.1793,0.1793,2.6639,2.6639,2.6639,0.2162,9.3008
fCMR_Siemens_006,110,1.9773,1.5047,0.2089,0.2088,0.2088,3.2786,3.2786,3.2786,0.2428,7.5387
fCMR_Siemens_144,110,2.4574,2.2709,0.085,0.085,0.085,0.6703,0.6703,0.6703,0.1185,2.2379
fCMR_Siemens_068,110,1.5541,2.577,0.7404,0.9147,0.9643,3.7141,3.7141,3.7141,1.0397,10.2529
fCMR_Siemens_198,110,3.0147,2.5594,0.2331,0.2331,0.2332,1.9414,1.9414,1.9414,0.2543,5.4036
fCMR_Siemens_018,111,3.0468,1.5707,0.2162,0.2166,0.2168,0.9432,0.9432,0.9432,0.2308,4.2527
fCMR_Siemens_113,111,1.9499,2.4578,0.0422,0.0813,0.0418,6.5584,6.5584,6.5584,0.145,15.0964
fCMR_Siemens_027,111,2.7607,2.5529,0.1242,0.1242,0.1242,0.771,0.771,0.771,0.1586,3.1468
fCMR_Siemens_006,111,2.985,2.0061,0.2422,0.3877,0.7515,1.0059,1.0059,1.0059,0.8166,6.4802
fCMR_Siemens_144,111,2.4893,1.9816,0.1939,0.1941,0.1941,1.352,1.352,1.352,0.2362,3.3891
fCMR_Siemens_068,111,2.7369,2.0194,0.244,0.2439,0.2439,3.0312,3.0312,3.0312,0.2705,8.2202
fCMR_Siemens_198,111,3.0252,2.1907,0.1976,0.1976,0.1975,1.3699,1.3699,1.3699,0.2177,4.426
fCMR_Siemens_018,112,1.5701,3.6391,0.2801,0.2805,0.2807,0.9285,0.9285,0.9285,0.328,3.3969
fCMR_Siemens_113,112,2.4136,2.5602,0.1268,0.1268,0.1268,5.0489,5.0489,5.0489,0.1562,12.394
fCMR_Siemens_027,112,1.8854,0.754,0.1591,0.1591,0.1591,0.8359,0.8359,0.8359,0.1854,4.176
fCMR_Siemens_006,112,2.4612,3.1485,0.4719,0.7148,0.7805,1.7903,1.7903,1.7903,0.8102,4.6221
fCMR_Siemens_144,112,0.6355,2.5107,0.0775,0.0774,0.0774,0.8823,0.8823,0.8823,0.1679,2.7194
fCMR_Siemens_068,112,1.7146,3.2174,0.6384,0.6549,0.66,0.196,0.196,0.196,0.6835,3.5308
fCMR_Siemens_198,112,1.8336,1.6758,0.2806,0.2805,0.2805,1.0071,1.0071,1.0071,0.2891,3.9202
fCMR_Siemens_018,113,2.1298,2.7406,0.4565,0.9915,0.5254,1.2873,1.2873,1.2873,0.6346,15.0075
fCMR_Siemens_113,113,2.5264,1.6898,0.1199,0.1198,0.1197,4.1247,4.1247,4.1247,0.1742,8.8874
fCMR_Siemens_027,113,2.3243,2.1907,0.0874,0.0873,0.0872,0.0305,0.0305,0.0305,0.2141,3.1993
fCMR_Siemens_006,113,2.127,2.063,0.1832,0.1855,0.1862,2.3239,2.3239,2.3239,0.2526,8.9952
fCMR_Siemens_144,113,2.6935,2.2291,0.0901,0.0901,0.0901,1.2349,1.2349,1.2349,0.1341,3.4391
fCMR_Siemens_068,113,2.629,1.527,0.509,0.5129,0.5141,0.7823,0.7823,0.7823,0.5437,4.4881
fCMR_Siemens_198,113,2.5516,2.6366,0.2113,0.2113,0.2113,0.5634,0.5634,0.5634,0.2849,3.0818
fCMR_Siemens_018,114,2.6976,3.0024,0.185,0.1912,0.1931,0.4041,0.4041,0.4041,0.3389,3.951
fCMR_Siemens_113,114,2.6843,1.6313,0.0423,0.0423,0.0423,6.7017,6.7017,6.7017,0.0752,15.0295
fCMR_Siemens_027,114,2.057,1.3079,0.1477,0.1477,0.1477,1.0962,1.0962,1.0962,0.2067,3.0707
fCMR_Siemens_006,114,2.0413,2.4096,0.506,0.7879,0.864,2.8017,2.8017,2.8017,0.8787,8.8746
fCMR_Siemens_144,114,2.9611,2.1993,0.1942,0.1942,0.1942,1.7358,1.7358,1.7358,0.2206,5.8294
fCMR_Siemens_068,114,1.8927,2.469,0.7854,0.7854,0.7854,0.2546,0.2546,0.2546,0.7894,2.7008
fCMR_Siemens_198,114,1.0496,1.4275,0.2189,0.2189,0.2189,0.5728,0.5728,0.5728,0.2265,1.994
fCMR_Siemens_018,115,1.3615,2.039,0.5963,0.7159,0.7512,3.1616,3.1616,3.1616,0.8852,9.3229
fCMR_Siemens_113,115,1.8675,3.5039,0.1755,0.1755,0.1755,1.9362,1.9362,1.9362,0.1917,5.1183
fCMR_Siemens_027,115,2.7653,3.1621,0.1591,0.1592,0.1592,1.4306,1.4306,1.4306,0.2133,4.0748
fCMR_Siemens_006,115,3.0321,3.2367,0.4654,0.7104,0.7776,3.144,3.144,3.144,0.8193,11.1211
fCMR_Siemens_144,115,3.0549,1.5338,0.1441,0.1441,0.1442,2.6719,2.6719,2.6719,0.1673,6.2301
fCMR_Siemens_068,115,1.642,3.022,0.6372,0.2827,0.6479,1.0573,1.0573,1.0573,0.6619,5.8506
fCMR_Siemens_198,115,3.1302,2.8072,0.3512,0.537,0.5237,1.6137,1.6137,1.6137,0.6732,6.4115
fCMR_Siemens_018,116,2.7896,0.7094,0.3109,0.3152,0.3166,0.6552,0.6552,0.6552,0.3615,4.6966
fCMR_Siemens_113,116,2.2644,2.3496,0.1004,0.1004,0.1004,6.6174,6.6174,6.6174,0.1372,14.1114
fCMR_Siemens_027,116,1.7855,2.4313,0.1525,0.1525,0.1525,3.1468,3.1468,3.1468,0.176,8.6806
fCMR_Siemens_006,116,1.5512,2.5523,0.1791,0.1791,0.1791,2.2057,2.2057,2.2057,0.2098,6.0384
fCMR_Siemens_144,116,2.123,3.1319,0.1707,0.6256,0.4922,1.3978,1.3978,1.3978,0.7362,4.7413
fCMR_Siemens_068,116,1.7154,2.3043,0.4726,0.2994,0.4734,0.2777,0.2777,0.2777,0.489,2.2614
fCMR_Siemens_198,116,2.6296,2.0355,0.2096,0.2095,0.2095,1.023,1.023,1.023,0.2421,4.0581
fCMR_Siemens_018,117,2.4291,3.3204,0.0904,0.4188,0.7012,2.7154,2.7154,2.7154,0.7911,11.4226
fCMR_Siemens_113,117,2.406,0.9549,0.1164,0.1164,0.1164,8.2196,8.2196,8.2196,0.1367,18.34
fCMR_Siemens_027,117,2.6236,0.9787,0.1331,0.1331,0.1331,0.306,0.306,0.306,0.1598,0.9854
fCMR_Siemens_006,117,3.0424,2.7689,0.3061,0.6294,0.7168,2.5537,2.5537,2.5537,0.75,8.074
fCMR_Siemens_144,117,2.0091,3.1558,0.1652,0.165,0.1649,1.5132,1.5132,1.5132,0.2393,5.6609
fCMR_Siemens_068,117,3.0788,2.7308,0.6941,0.6942,0.6942,1.159,1.159,1.159,0.7025,4.3191
fCMR_Siemens_198,117,2.733,1.2144,0.2783,0.2785,0.2786,1.5786,1.5786,1.5786,0.3046,4.5661
fCMR_Siemens_018,118,2.746,1.6293,0.255,0.2554,0.2555,0.3091,0.3091,0.3091,0.3095,2.1238
fCMR_Siemens_113,118,1.4794,1.4938,0.0535,0.0535,0.0535,6.7821,6.7821,6.7821,0.1316,14.7718
fCMR_Siemens_027,118,2.5848,2.8464,0.2097,0.2097,0.2097,0.8919,0.8919,0.8919,0.2342,3.4148
fCMR_Siemens_006,118,3.0773,2.1365,0.2817,0.654,0.7559,1.3546,1.3546,1.3546,0.7903,8.5526
fCMR_Siemens_144,118,3.0117,1.691,0.124,0.124,0.124,1.6228,1.6228,1.6228,0.1408,4.9708
fCMR_Siemens_068,118,2.6647,2.0614,0.6256,0.6288,0.6298,3.2433,3.2433,3.2433,0.6401,7.7616
fCMR_Siemens_198,118,1.1867,3.2218,0.2356,0.2355,0.2355,1.1251,1.1251,1.1251,0.2543,4.1451
fCMR_Siemens_018,119,2.7373,2.1158,0.2417,0.2417,0.2416,0.5605,0.5605,0.5605,0.2711,4.5628
fCMR_Siemens_113,119,1.2176,2.6041,0.0991,0.0994,0.0995,5.8486,5.8486,5.8486,0.1574,14.2655
fCMR_Siemens_027,119,2.2826,1.5781,0.1039,0.1038,0.1038,0.5913,0.5913,0.5913,0.174,3.9889
fCMR_Siemens_006,119,2.6246,1.6781,0.2914,0.6935,0.8101,2.9205,2.9205,2.9205,0.8528,11.4096
fCMR_Siemens_144,119,1.9385,2.9283,0.1418,0.1418,0.1418,0.8678,0.8678,0.8678,0.1533,2.4356
fCMR_Siemens_068,119,2.0903,2.2793,0.4321,0.4322,0.4322,1.2816,1.2816,1.2816,0.4448,3.543
fCMR_Siemens_198,119,2.8427,3.3205,0.2996,0.2996,0.2997,1.4096,1.4096,1.4096,0.3283,5.0016
fCMR_Siemens_018,120,2.6494,2.0252,0.1956,0.1959,0.1961,0.9639,0.9639,0.9639,0.2509,3.669
fCMR_Siemens_113,120,2.334,2.8259,0.1385,0.1384,0.1384,1.9247,1.9247,1.9247,0.1806,4.9533
fCMR_Siemens_027,120,2.469,1.4612,0.1418,0.1418,0.1418,1.4497,1.4497,1.4497,0.1896,4.899
fCMR_Siemens_006,120,2.0234,2.0681,0.4564,0.5999,0.4617,1.2561,1.2561,1.2561,0.4951,5.056
fCMR_Siemens_144,120,0.8239,0.9249,0.1594,0.1595,0.1595,1.4436,1.4436,1.4436,0.1827,3.8254
fCMR_Siemens_068,120,2.2415,1.3522,0.5532,0.5542,0.5546,0.8681,0.8681,0.8681,0.5591,3.0791
fCMR_Siemens_198,120,2.1473,1.6818,0.2813,0.2812,0.2812,1.2017,1.2017,1.2017,0.301,3.3258
fCMR_Siemens_018,121,2.0711,0.9269,0.4324,0.4324,0.4324,1.9522,1.9522,1.9522,0.4357,5.0076
fCMR_Siemens_113,121,0.9778,1.797,0.0591,0.0591,0.0591,8.7256,8.7256,8.7256,0.0891,18.8096
fCMR_Siemens_027,121,3.1222,2.1439,0.1406,0.1406,0.1406,2.9597,2.9597,2.9597,0.1675,7.3653
fCMR_Siemens_006,121,2.3318,2.7297,0.4066,0.7538,0.8482,1.2454,1.2454,1.2454,0.8591,5.7854
fCMR_Siemens_144,121,1.9392,3.0823,0.1722,0.1722,0.1723,2.2496,2.2496,2.2496,0.1803,6.3332
fCMR_Siemens_068,121,1.4573,1.5786,0.8162,0.8108,0.8091,0.7806,0.7806,0.7806,0.8431,4.073
fCMR_Siemens_198,121,1.0025,2.0227,0.2378,0.2378,0.2378,1.3698,1.3698,1.3698,0.2556,3.9979
fCMR_Siemens_018,122,1.8168,2.4388,0.1395,0.4311,0.5376,2.608,2.608,2.608,0.8169,9.3282
fCMR_Siemens_113,122,2.0173,2.0742,0.1104,0.1104,0.1104,2.7356,2.7356,2.7356,0.1335,6.8741
fCMR_Siemens_027,122,1.1375,3.6846,0.1966,0.1967,0.1968,1.175,1.175,1.175,0.2498,4.118
fCMR_Siemens_006,122,2.6273,2.4246,0.2601,0.6888,0.8101,1.3829,1.3829,1.3829,0.7939,8.048
fCMR_Siemens_144,122,2.7978,2.5249,0.1209,0.1208,0.1208,1.6768,1.6768,1.6768,0.1335,5.0912
fCMR_Siemens_068,122,2.162,2.2221,0.6588,0.6587,0.6587,0.3828,0.3828,0.3828,0.6668,3.7676
fCMR_Siemens_198,122,2.5817,1.7047,0.2667,0.2671,0.2672,2.2143,2.2143,2.2143,0.2898,6.1644
fCMR_Siemens_018,123,2.6461,3.6214,0.2802,0.2801,0.28,2.2376,2.2376,2.2376,0.2934,7.19
fCMR_Siemens_113,123,2.3472,2.8816,0.2127,0.2129,0.2129,4.6231,4.6231,4.6231,0.2245,10.3196
fCMR_Siemens_027,123,1.8454,2.8937,0.0897,0.0898,0.0899,1.0287,1.0287,1.0287,0.1573,3.0543
fCMR_Siemens_006,123,0.8831,1.439,0.1925,0.1925,0.1925,2.1926,2.1926,2.1926,0.2265,6.3492
fCMR_Siemens_144,123,2.6908,0.9304,0.1554,0.1554,0.1554,1.9647,1.9647,1.9647,0.2029,5.162
fCMR_Siemens_068,123,2.9274,2.2643,0.219,0.2189,0.2189,7.7722,7.7722,7.7722,0.2451,17.4054
fCMR_Siemens_198,123,1.7206,2.8392,0.3204,0.3205,0.3205,1.2753,1.2753,1.2753,0.3388,3.9626
fCMR_Siemens_018,124,1.9474,2.7575,0.1579,0.158,0.1581,0.7629,0.7629,0.7629,0.2751,4.2328
fCMR_Siemens_113,124,1.9803,2.3768,0.039,0.0389,0.0389,6.3282,6.3282,6.3282,0.1439,14.2272
fCMR_Siemens_027,124,3.0916,2.2015,0.1255,0.1255,0.1255,1.5678,1.5678,1.5678,0.176,3.5577
fCMR_Siemens_006,124,1.9016,3.0446,0.2633,0.2632,0.2632,1.3277,1.3277,1.3277,0.2931,4.3663
fCMR_Siemens_144,124,2.3748,2.6738,0.1347,0.1347,0.1347,0.802,0.802,0.802,0.1665,3.1742
fCMR_Siemens_068,124,3.1084,3.1474,0.7415,0.7414,0.7414,2.1327,2.1327,2.1327,0.7495,6.1397
fCMR_Siemens_198,124,2.2774,2.2882,0.2634,0.2633,0.2633,1.446,1.446,1.446,0.3017,5.4545
fCMR_Siemens_018,125,2.4151,1.9819,0.1601,0.1619,0.1624,0.629,0.629,0.629,0.2476,4.2947
fCMR_Siemens_113,125,2.019,3.1877,0.0964,0.0965,0.0966,3.1262,3.1262,3.1262,0.1462,7.4292
fCMR_Siemens_027,125,2.6689,0.9936,0.0947,0.0947,0.0947,1.5332,1.5332,1.5332,0.1095,4.1479
fCMR_Siemens_006,125,1.3778,2.4313,0.3103,0.3103,0.3103,0.9854,0.9854,0.9854,0.3215,4.929
