subject_id,step,angle,translation,GD_EP,CD_EP,GD_IP,CD_IP
fCMR_Philips_117,53,2.814,2.8699,0.1189,1.3518,0.1751,3.4034
fCMR_Philips_002,53,2.2706,2.4605,0.1547,0.9895,0.1724,2.9156
fCMR_Philips_052,53,1.7248,2.019,0.1426,0.2838,0.1966,1.6618
fCMR_Philips_123,53,2.4382,2.4212,0.0721,0.7689,0.1205,2.6937
fCMR_Philips_079,53,1.4756,2.0433,0.0702,1.1666,0.1041,3.1605
fCMR_Philips_041,53,3.0264,1.8861,0.0258,0.7728,0.0701,1.9221
fCMR_Philips_090,53,1.8391,1.637,0.1461,0.6557,0.164,1.6521
fCMR_Philips_114,53,2.8151,2.8721,0.0782,1.6144,0.1062,3.6908
fCMR_Philips_065,53,2.6732,3.9973,0.1506,0.6316,0.165,1.4537
fCMR_Philips_132,53,2.9398,3.1524,0.222,2.8243,0.2319,6.3942
fCMR_Philips_031,53,1.5646,2.2702,0.1465,1.9791,0.1668,4.9328
fCMR_Philips_104,53,3.0058,2.4773,0.1523,1.929,0.1808,4.8297
fCMR_Philips_094,53,2.5321,3.3144,0.1507,0.673,0.1712,2.4324
fCMR_Philips_136,53,2.7118,1.3355,0.1654,0.3389,0.1894,1.6484
fCMR_Philips_087,53,2.7668,1.5707,0.3503,2.7382,0.3546,5.6998
fCMR_Philips_003,53,2.5072,2.6372,0.138,0.0333,0.1455,0.5324
fCMR_Philips_047,53,2.9215,1.8815,0.2066,1.7607,0.2303,5.3002
fCMR_Philips_057,53,1.4621,2.9508,0.3352,0.9893,0.3441,2.5493
fCMR_Philips_097,53,3.0898,1.5044,0.3164,0.3307,0.3466,1.3016
fCMR_Philips_070,53,2.4734,3.2254,0.2799,0.7435,0.286,2.314
fCMR_Philips_068,53,1.9735,3.2442,0.2453,0.4687,0.2645,1.2456
fCMR_Philips_117,54,2.9247,3.2606,0.0975,0.4696,0.1914,1.4141
fCMR_Philips_002,54,3.0127,2.6735,0.2009,0.8286,0.2205,2.3483
fCMR_Philips_052,54,2.2273,2.1909,0.1304,1.2473,0.153,3.2648
fCMR_Philips_123,54,1.927,3.3575,0.0977,0.093,0.1477,0.7113
fCMR_Philips_079,54,1.0109,3.8935,0.1195,0.2946,0.1396,1.8404
fCMR_Philips_041,54,2.7613,3.2945,0.066,0.4432,0.0971,1.2851
fCMR_Philips_090,54,2.1248,1.9115,0.0814,1.3623,0.1165,3.1962
fCMR_Philips_114,54,0.9485,1.8375,0.1356,2.6044,0.1565,6.1179
fCMR_Philips_065,54,2.6616,1.8519,0.0954,0.942,0.1223,2.6593
fCMR_Philips_132,54,2.2661,2.9013,0.2356,4.3612,0.2415,9.167
fCMR_Philips_031,54,3.1401,2.0745,0.0547,0.904,0.0949,2.8938
fCMR_Philips_104,54,2.5995,1.5963,0.0955,1.7735,0.1252,5.0401
fCMR_Philips_094,54,1.436,3.8603,0.0721,0.389,0.1252,2.095
fCMR_Philips_136,54,2.4481,1.8424,0.0621,0.0205,0.0732,0.5602
fCMR_Philips_087,54,1.9027,3.3389,0.3617,1.588,0.3658,3.5868
fCMR_Philips_003,54,2.4428,2.8115,0.2092,0.1863,0.2167,0.9955
fCMR_Philips_047,54,2.753,2.1245,0.2324,3.0093,0.2734,6.8533
fCMR_Philips_057,54,2.3667,2.5863,0.3789,0.9138,0.3851,2.3672
fCMR_Philips_097,54,1.4521,2.6939,0.2897,0.6382,0.3111,1.6414
fCMR_Philips_070,54,2.4609,0.8379,0.3533,1.3104,0.3602,3.7223
fCMR_Philips_068,54,1.5749,1.3911,0.213,0.9551,0.2232,2.647
fCMR_Philips_117,55,2.9601,2.0644,0.1833,0.3017,0.193,1.2436
fCMR_Philips_002,55,1.9491,3.28,0.1696,0.7477,0.1768,2.098
fCMR_Philips_052,55,1.7372,2.4534,0.1565,0.5917,0.1643,1.9787
fCMR_Philips_123,55,2.7139,1.6994,0.1152,0.9099,0.1375,2.3513
fCMR_Philips_079,55,2.1212,2.6119,0.1143,0.4003,0.1496,1.9504
fCMR_Philips_041,55,2.3889,1.8391,0.0739,0.5302,0.1318,1.8993
fCMR_Philips_090,55,2.9166,2.153,0.072,1.1265,0.1185,2.488
fCMR_Philips_114,55,2.4696,2.1222,0.1586,1.5529,0.1998,3.7047
fCMR_Philips_065,55,2.9016,2.1928,0.1737,1.593,0.2003,4.0829
fCMR_Philips_132,55,1.4209,1.6971,0.2545,3.527,0.2643,7.9878
fCMR_Philips_031,55,1.5924,3.3807,0.0792,0.4132,0.1136,1.6674
fCMR_Philips_104,55,2.8228,2.2854,0.1458,2.0232,0.1981,5.3276
fCMR_Philips_094,55,2.7698,2.4652,0.2079,0.741,0.2334,2.329
fCMR_Philips_136,55,2.2683,0.925,0.0815,0.1027,0.0899,0.8395
fCMR_Philips_087,55,1.8785,0.9162,0.3553,2.0204,0.3584,4.6618
fCMR_Philips_003,55,1.031,2.4903,0.1607,0.6862,0.1817,2.1323
fCMR_Philips_047,55,2.7133,2.3599,0.2266,1.3597,0.2576,4.501
fCMR_Philips_057,55,2.488,2.4123,0.255,0.6203,0.2749,1.4792
fCMR_Philips_097,55,1.9684,2.7669,0.4029,0.8046,0.4273,2.9196
fCMR_Philips_070,55,2.67,3.3412,0.3594,0.833,0.3744,2.4069
fCMR_Philips_068,55,1.5665,1.8676,0.252,0.6083,0.2601,1.4825
fCMR_Philips_117,56,2.085,2.2711,0.1021,0.7013,0.1112,2.6915
fCMR_Philips_002,56,2.499,2.5545,0.1424,1.1103,0.1631,3.2523
fCMR_Philips_052,56,1.9579,3.4118,0.1792,0.2396,0.2055,0.8977
fCMR_Philips_123,56,2.8627,2.894,0.0547,0.1072,0.1107,1.1453
fCMR_Philips_079,56,2.9497,2.5634,0.1873,0.2623,0.1954,2.0396
fCMR_Philips_041,56,2.1386,2.1724,0.0573,1.118,0.0929,3.0993
fCMR_Philips_090,56,3.0341,3.5824,0.135,0.9111,0.1641,2.714
fCMR_Philips_114,56,2.5016,2.5848,0.1224,2.2712,0.1609,5.1528
fCMR_Philips_065,56,2.8233,3.3002,0.0674,1.8844,0.1237,4.3165
fCMR_Philips_132,56,2.9681,0.6375,0.1799,4.5094,0.1973,9.8702
fCMR_Philips_031,56,2.8047,3.2206,0.0963,1.2776,0.1328,3.0236
fCMR_Philips_104,56,0.9242,4.0729,0.115,1.8008,0.2028,3.8789
fCMR_Philips_094,56,2.4882,2.2479,0.1391,0.0132,0.1508,0.9554
fCMR_Philips_136,56,2.3971,3.4531,0.0719,0.1417,0.1196,0.6162
fCMR_Philips_087,56,2.6208,1.4274,0.3664,1.716,0.3731,3.7424
fCMR_Philips_003,56,3.0675,2.6757,0.1508,0.3514,0.1663,1.3702
fCMR_Philips_047,56,2.9876,2.6257,0.2071,0.4195,0.2778,2.7765
fCMR_Philips_057,56,3.0424,2.6156,0.2124,1.2907,0.2264,3.3103
fCMR_Philips_097,56,2.6334,2.8559,0.3202,0.3476,0.3485,1.9991
fCMR_Philips_070,56,2.6344,3.5654,0.4298,0.647,0.4444,2.1882
fCMR_Philips_068,56,2.6401,1.5127,0.2445,0.7355,0.25,2.2242
fCMR_Philips_117,57,1.5888,1.7927,0.1541,0.3141,0.1832,1.2931
fCMR_Philips_002,57,1.6562,2.8385,0.1539,0.3838,0.1703,1.2683
fCMR_Philips_052,57,1.0952,2.1614,0.1471,0.8092,0.1604,2.2707
fCMR_Philips_123,57,2.6733,3.4234,0.1484,0.1958,0.1613,1.2628
fCMR_Philips_079,57,2.9089,2.6909,0.0724,0.7991,0.094,2.0165
fCMR_Philips_041,57,2.6267,2.6956,0.076,0.3207,0.139,1.122
fCMR_Philips_090,57,2.5484,3.279,0.0853,0.6878,0.1233,1.4534
fCMR_Philips_114,57,1.8086,3.5086,0.1741,1.0652,0.1994,3.0799
fCMR_Philips_065,57,2.9931,2.2368,0.1403,1.7502,0.1521,4.2243
fCMR_Philips_132,57,2.6401,2.15,0.2485,4.5218,0.2539,9.5015
fCMR_Philips_031,57,2.0965,2.7392,0.0324,0.7067,0.0533,2.7604
fCMR_Philips_104,57,3.0754,2.6383,0.1599,2.7316,0.2025,6.0458
fCMR_Philips_094,57,2.4298,1.2137,0.108,0.6043,0.1531,2.2116
fCMR_Philips_136,57,2.8145,2.8271,0.0521,0.0001,0.1,0.4214
fCMR_Philips_087,57,2.6879,2.5629,0.3407,1.4021,0.3547,3.5902
fCMR_Philips_003,57,2.9136,2.9978,0.1535,0.6694,0.1641,1.8412
fCMR_Philips_047,57,2.2556,3.3653,0.2427,1.8364,0.2534,4.2664
fCMR_Philips_057,57,2.5962,2.1697,0.3079,1.3336,0.3138,3.2277
fCMR_Philips_097,57,2.6273,2.0922,0.3463,0.154,0.3682,0.7058
fCMR_Philips_070,57,2.6423,1.2183,0.4111,1.5052,0.424,3.6045
fCMR_Philips_068,57,3.0408,3.7573,0.2713,0.6308,0.28,1.9457
fCMR_Philips_117,58,2.9801,2.5779,0.1317,0.3574,0.1868,1.3537
fCMR_Philips_002,58,2.7103,2.5394,0.2178,0.2823,0.2335,0.8809
fCMR_Philips_052,58,2.9578,1.9488,0.146,1.4292,0.1563,3.6843
fCMR_Philips_123,58,2.3344,3.0234,0.0698,0.3388,0.1377,1.6834
fCMR_Philips_079,58,1.1854,2.1911,0.1315,0.9052,0.1674,2.5884
fCMR_Philips_041,58,3.0002,2.6581,0.0892,0.7043,0.1306,2.787
fCMR_Philips_090,58,2.6987,1.9393,0.1485,0.6053,0.1941,1.9862
fCMR_Philips_114,58,1.4468,2.2176,0.1277,1.3403,0.1577,3.076
fCMR_Philips_065,58,1.2887,2.7131,0.0619,1.1167,0.1011,2.6442
fCMR_Philips_132,58,2.6581,1.3785,0.1578,3.1856,0.1745,6.7002
fCMR_Philips_031,58,2.1971,2.9307,0.1329,0.8985,0.1731,2.8558
fCMR_Philips_104,58,2.2892,3.117,0.1179,1.777,0.1373,3.9909
fCMR_Philips_094,58,2.6154,2.3243,0.1628,0.1126,0.1815,0.6524
fCMR_Philips_136,58,2.0573,1.4652,0.0582,0.0675,0.0924,0.5929
fCMR_Philips_087,58,1.2358,2.8764,0.3096,1.6303,0.3122,3.9361
fCMR_Philips_003,58,2.2181,2.4732,0.1768,0.8273,0.1923,2.3078
fCMR_Philips_047,58,2.0771,2.1328,0.2019,2.3457,0.2456,6.5795
fCMR_Philips_057,58,1.7104,2.2696,0.2735,0.851,0.28,2.7135
fCMR_Philips_097,58,2.0341,2.2633,0.4054,0.3003,0.4196,1.3491
fCMR_Philips_070,58,2.2401,1.7352,0.4116,1.2111,0.419,3.6704
fCMR_Philips_068,58,2.8865,2.2103,0.2887,0.9346,0.3016,2.3765
fCMR_Philips_117,59,1.6156,3.3767,0.1499,0.3838,0.1777,1.0532
fCMR_Philips_002,59,1.9285,2.0027,0.1999,1.3229,0.2047,3.2835
fCMR_Philips_052,59,1.6099,3.1965,0.1383,0.7004,0.1679,2.1725
fCMR_Philips_123,59,1.6643,0.8338,0.0732,0.005,0.1206,1.0636
fCMR_Philips_079,59,2.8867,3.7864,0.0801,0.4635,0.1249,1.6715
fCMR_Philips_041,59,1.3384,3.4066,0.1063,0.5472,0.118,1.4559
fCMR_Philips_090,59,3.0873,1.2299,0.141,0.3136,0.1919,1.6536
fCMR_Philips_114,59,1.5671,2.6903,0.2419,1.5355,0.2544,3.5168
fCMR_Philips_065,59,1.6896,0.7679,0.1217,2.6364,0.146,6.155
fCMR_Philips_132,59,0.9989,0.9181,0.1956,4.7724,0.2056,10.183
fCMR_Philips_031,59,2.91,2.6628,0.0838,0.8318,0.1336,2.4075
fCMR_Philips_104,59,2.9833,2.3013,0.152,5.0158,0.1931,10.4416
fCMR_Philips_094,59,2.8866,2.534,0.16,0.6962,0.1873,2.229
fCMR_Philips_136,59,3.0065,3.0309,0.0456,0.1707,0.0843,0.4842
fCMR_Philips_087,59,2.4998,2.7722,0.3414,1.3429,0.3703,3.0129
fCMR_Philips_003,59,3.0673,2.852,0.1674,0.9684,0.183,2.7545
fCMR_Philips_047,59,3.0418,2.3404,0.2533,1.6954,0.2787,4.328
fCMR_Philips_057,59,2.2221,2.2839,0.1759,1.0997,0.192,2.4291
fCMR_Philips_097,59,2.0203,1.7663,0.3496,0.266,0.371,1.1685
fCMR_Philips_070,59,2.7412,1.6553,0.4015,1.1229,0.4082,2.7638
fCMR_Philips_068,59,3.1044,2.4243,0.2801,0.5997,0.2855,1.8294
fCMR_Philips_117,60,2.8573,2.1691,0.1662,1.3873,0.1826,3.2514
fCMR_Philips_002,60,0.5941,3.108,0.1566,0.3715,0.1828,1.1079
fCMR_Philips_052,60,2.3303,2.0461,0.202,0.5052,0.2111,1.7276
fCMR_Philips_123,60,2.7109,2.664,0.0635,0.675,0.088,2.4348
fCMR_Philips_079,60,2.2074,1.5032,0.0693,0.7859,0.123,2.471
fCMR_Philips_041,60,2.6352,2.7573,0.0578,0.2102,0.1542,1.316
fCMR_Philips_090,60,1.5335,2.3824,0.0886,0.731,0.1282,2.2124
fCMR_Philips_114,60,1.1261,3.3569,0.1203,1.3123,0.1481,3.4654
fCMR_Philips_065,60,1.4944,2.7686,0.1749,1.4734,0.1857,4.0924
fCMR_Philips_132,60,2.008,1.5299,0.1914,5.3579,0.209,11.354
fCMR_Philips_031,60,2.0023,2.7347,0.1108,0.6572,0.1761,1.5722
fCMR_Philips_104,60,1.2991,3.022,0.1766,3.3019,0.2064,7.6462
fCMR_Philips_094,60,1.8551,2.9049,0.1959,0.4236,0.2083,1.4152
fCMR_Philips_136,60,3.0393,1.3403,0.0356,0.1394,0.1021,0.6682
fCMR_Philips_087,60,2.7205,2.0682,0.3939,1.8152,0.4103,4.5305
fCMR_Philips_003,60,2.5875,2.6905,0.1317,0.635,0.1638,1.9613
fCMR_Philips_047,60,1.1174,3.2588,0.1773,1.2479,0.1893,3.6372
fCMR_Philips_057,60,1.1492,3.8399,0.2961,0.733,0.2992,2.4383
fCMR_Philips_097,60,2.7254,1.4267,0.3812,0.0959,0.3888,0.8154
fCMR_Philips_070,60,1.2654,2.4964,0.3894,0.7718,0.4142,2.2002
fCMR_Philips_068,60,1.1897,2.8818,0.287,0.5403,0.2966,1.713
fCMR_Philips_117,61,2.9622,2.2849,0.1749,0.8707,0.2021,2.3965
fCMR_Philips_002,61,3.0624,1.3124,0.1906,1.3596,0.2036,3.3216
fCMR_Philips_052,61,2.3384,2.9324,0.1631,0.1314,0.2073,0.9736
fCMR_Philips_123,61,1.6088,3.9095,0.1285,0.1246,0.1648,1.0342
fCMR_Philips_079,61,2.2186,2.9732,0.0849,0.4609,0.1002,1.196
fCMR_Philips_041,61,2.7494,3.4817,0.0626,0.3767,0.0802,1.2876
fCMR_Philips_090,61,2.254,2.29,0.1738,0.4798,0.1944,1.7496
fCMR_Philips_114,61,2.8679,1.2352,0.0733,2.5956,0.127,6.7768
fCMR_Philips_065,61,2.0487,1.3789,0.0925,0.9144,0.1295,2.693
fCMR_Philips_132,61,2.9095,2.4636,0.1636,3.4196,0.1798,7.1624
fCMR_Philips_031,61,1.8867,3.5448,0.1603,1.0784,0.167,2.594
fCMR_Philips_104,61,2.307,2.8617,0.1653,0.8232,0.1952,2.0693
fCMR_Philips_094,61,2.3969,2.0533,0.0824,0.2749,0.1165,1.1765
fCMR_Philips_136,61,2.4288,1.4522,0.1393,0.3891,0.159,1.1112
fCMR_Philips_087,61,2.271,2.3235,0.3893,1.4309,0.4011,3.347
fCMR_Philips_003,61,2.6935,1.2039,0.1892,0.7919,0.2095,2.179
fCMR_Philips_047,61,2.0777,2.8507,0.2796,5.4635,0.308,12.6422
fCMR_Philips_057,61,2.3543,2.9022,0.1879,0.8391,0.1999,2.3048
fCMR_Philips_097,61,2.3558,3.2644,0.3488,0.5322,0.3519,1.719
fCMR_Philips_070,61,2.5161,2.3411,0.2823,1.1207,0.3295,4.1741
fCMR_Philips_068,61,0.5801,3.0671,0.1915,0.3645,0.2011,1.2386
fCMR_Philips_117,62,3.0292,1.6643,0.2106,1.1348,0.2466,3.2943
fCMR_Philips_002,62,3.1035,2.0225,0.1653,0.9967,0.2007,2.9208
fCMR_Philips_052,62,1.1705,2.0423,0.1861,0.1851,0.2027,0.9773
fCMR_Philips_123,62,2.4426,3.0365,0.165,0.1593,0.184,1.6281
fCMR_Philips_079,62,3.0993,2.9177,0.0497,0.4439,0.0967,1.7894
fCMR_Philips_041,62,1.4292,1.7458,0.061,0.2539,0.0913,1.4996
fCMR_Philips_090,62,2.3229,1.215,0.1131,0.6042,0.1302,1.3998
fCMR_Philips_114,62,1.839,2.1166,0.1784,1.8493,0.2068,4.5745
fCMR_Philips_065,62,2.0877,3.2309,0.0806,0.4675,0.1006,1.7423
fCMR_Philips_132,62,2.4024,1.5573,0.2698,4.3008,0.2781,8.797
fCMR_Philips_031,62,2.8733,2.4102,0.0419,0.8222,0.09,2.5156
fCMR_Philips_104,62,1.5664,2.4872,0.1143,2.3475,0.2014,5.2576
fCMR_Philips_094,62,1.3689,2.6277,0.0602,0.4155,0.1112,2.3266
fCMR_Philips_136,62,1.7761,2.6138,0.0549,0.3241,0.1245,1.0306
fCMR_Philips_087,62,3.0444,2.5851,0.3917,1.744,0.3999,3.8796
fCMR_Philips_003,62,0.7744,1.7757,0.1716,0.3334,0.1919,1.4495
fCMR_Philips_047,62,2.2833,2.8333,0.2192,1.088,0.2796,5.1379
fCMR_Philips_057,62,1.9161,2.6638,0.3001,1.0712,0.3034,3.0162
fCMR_Philips_097,62,2.089,3.0159,0.383,0.2188,0.3985,0.9006
fCMR_Philips_070,62,2.3427,1.5787,0.437,0.3409,0.4438,0.9595
fCMR_Philips_068,62,2.5198,2.7313,0.2712,0.5356,0.2887,1.4695
fCMR_Philips_117,63,1.9094,2.7354,0.2132,0.2031,0.2389,0.9156
fCMR_Philips_002,63,2.5713,2.1596,0.2156,1.5261,0.2395,3.8406
fCMR_Philips_052,63,2.903,2.3534,0.1403,0.9634,0.1529,2.3805
fCMR_Philips_123,63,3.0916,1.95,0.1522,0.0151,0.1677,0.4598
fCMR_Philips_079,63,2.7369,2.1704,0.0427,0.6937,0.1119,2.0538
fCMR_Philips_041,63,3.0678,2.7754,0.1007,0.2564,0.1454,0.8353
fCMR_Philips_090,63,2.4261,1.3532,0.0696,0.9644,0.1213,2.5338
fCMR_Philips_114,63,1.9856,0.9728,0.0748,1.9772,0.1208,4.6996
fCMR_Philips_065,63,2.7363,1.9756,0.1415,1.4231,0.1591,3.631
fCMR_Philips_132,63,1.9757,1.8929,0.179,3.5313,0.2048,7.8835
fCMR_Philips_031,63,2.3506,3.1228,0.0702,0.5536,0.0994,1.5928
fCMR_Philips_104,63,2.4819,1.8399,0.1621,2.3313,0.1723,5.4456
fCMR_Philips_094,63,1.7018,2.6188,0.1112,0.2705,0.1299,1.9988
fCMR_Philips_136,63,2.9542,3.0863,0.0848,0.1246,0.1244,0.5658
fCMR_Philips_087,63,1.3009,2.593,0.3799,2.4808,0.393,5.229
fCMR_Philips_003,63,3.0679,2.3236,0.1492,0.3575,0.1576,1.1384
fCMR_Philips_047,63,2.4661,2.5304,0.2498,1.1804,0.2952,4.3871
fCMR_Philips_057,63,2.729,2.878,0.1663,0.8579,0.185,2.279
fCMR_Philips_097,63,1.7761,2.6114,0.4933,0.8106,0.5106,2.5232
fCMR_Philips_070,63,2.4808,2.4966,0.2828,0.839,0.3202,2.6308
fCMR_Philips_068,63,1.5933,2.3177,0.2505,0.8353,0.2705,2.3238
fCMR_Philips_117,64,1.8752,1.362,0.1708,1.1692,0.1944,3.0498
fCMR_Philips_002,64,3.1081,2.9162,0.1474,0.6932,0.1611,2.9539
fCMR_Philips_052,64,2.479,2.5029,0.1431,0.4501,0.1736,2.101
fCMR_Philips_123,64,1.328,3.5269,0.1081,0.6481,0.1529,2.5474
fCMR_Philips_079,64,2.2533,1.7923,0.1101,0.6815,0.1569,2.5535
fCMR_Philips_041,64,1.8051,2.1519,0.0539,0.4729,0.0765,1.449
fCMR_Philips_090,64,1.5802,1.5562,0.1299,1.3119,0.157,3.4064
fCMR_Philips_114,64,2.8167,2.9018,0.2245,2.478,0.2345,5.3232
fCMR_Philips_065,64,2.8136,3.328,0.141,2.2134,0.1534,4.818
fCMR_Philips_132,64,1.413,2.7312,0.304,5.4949,0.3073,11.709
fCMR_Philips_031,64,2.3184,3.4358,0.0975,1.0664,0.1629,2.9599
fCMR_Philips_104,64,2.3192,2.404,0.1034,0.7905,0.1855,2.092
fCMR_Philips_094,64,2.7885,2.68,0.0911,0.2616,0.143,1.1404
fCMR_Philips_136,64,3.1357,2.6646,0.0648,0.8636,0.1004,1.9301
fCMR_Philips_087,64,2.7415,2.5012,0.3336,2.3875,0.3423,5.4421
fCMR_Philips_003,64,2.9994,2.7032,0.1733,0.5453,0.1927,1.8251
fCMR_Philips_047,64,1.0055,1.9705,0.2194,3.2986,0.2887,8.0584
fCMR_Philips_057,64,3.1221,0.3346,0.2582,1.72,0.2793,3.8652
fCMR_Philips_097,64,2.8794,2.6071,0.2958,0.3857,0.3052,1.6607
fCMR_Philips_070,64,0.5955,3.1359,0.2989,0.7815,0.3072,2.0384
fCMR_Philips_068,64,2.7001,2.7778,0.2307,1.0393,0.2374,2.5154
fCMR_Philips_117,65,0.8085,2.5656,0.1435,0.4725,0.189,1.7575
fCMR_Philips_002,65,1.8462,1.1206,0.1838,1.315,0.1915,3.4957
fCMR_Philips_052,65,1.776,3.2252,0.1566,1.3012,0.1722,3.8191
fCMR_Philips_123,65,2.5419,2.7333,0.1184,0.0503,0.1498,1.0594
fCMR_Philips_079,65,2.2635,2.6735,0.1226,0.4118,0.1434,1.7455
fCMR_Philips_041,65,2.7691,0.9398,0.0175,0.2422,0.0833,1.1669
fCMR_Philips_090,65,2.6268,2.2258,0.0663,1.226,0.083,2.882
fCMR_Philips_114,65,1.9664,2.8965,0.1406,1.726,0.161,4.2802
fCMR_Philips_065,65,3.0346,2.433,0.0661,1.3421,0.1206,3.3002
fCMR_Philips_132,65,2.0849,2.7283,0.1387,3.1129,0.1542,6.5513
fCMR_Philips_031,65,1.8827,3.6921,0.1611,0.4946,0.1754,1.4672
fCMR_Philips_104,65,1.6356,2.9939,0.1684,1.354,0.2037,3.2635
fCMR_Philips_094,65,1.5926,1.8191,0.1117,0.7587,0.1386,2.7038
fCMR_Philips_136,65,3.1349,2.823,0.1064,0.083,0.1295,0.4934
fCMR_Philips_087,65,2.2734,2.0686,0.3075,2.1061,0.314,4.6656
fCMR_Philips_003,65,2.6061,2.964,0.227,0.3173,0.2363,0.9598
fCMR_Philips_047,65,2.978,3.2298,0.2637,1.7831,0.3293,6.506
fCMR_Philips_057,65,2.75,1.3865,0.2634,1.099,0.2719,2.6856
fCMR_Philips_097,65,2.1163,2.4205,0.2671,0.1161,0.3153,1.0079
fCMR_Philips_070,65,3.0359,2.8411,0.3092,1.4345,0.3228,3.7118
fCMR_Philips_068,65,2.7564,2.7749,0.2092,0.6772,0.2152,1.712
fCMR_Philips_117,66,3.112,1.9403,0.1356,1.071,0.1534,2.7063
fCMR_Philips_002,66,2.2963,1.2036,0.174,1.1795,0.1852,2.8439
fCMR_Philips_052,66,2.7379,2.8088,0.1478,0.6151,0.1641,1.7097
fCMR_Philips_123,66,2.7997,2.1901,0.1557,0.3582,0.1716,1.1213
fCMR_Philips_079,66,1.0158,1.5819,0.1182,0.318,0.125,1.5629
fCMR_Philips_041,66,1.7382,1.7075,0.0881,0.5897,0.1231,2.1314
fCMR_Philips_090,66,2.8155,2.6187,0.1032,0.7113,0.157,2.6818
fCMR_Philips_114,66,1.6216,2.9273,0.1562,1.568,0.1785,3.6927
fCMR_Philips_065,66,1.5896,2.4553,0.0572,1.031,0.1121,2.9814
fCMR_Philips_132,66,0.8372,1.3179,0.2908,4.4049,0.295,9.9585
fCMR_Philips_031,66,2.8668,0.9127,0.1088,2.2846,0.1465,6.1378
fCMR_Philips_104,66,1.7172,1.8648,0.1174,1.5473,0.1608,4.6696
fCMR_Philips_094,66,1.2797,3.059,0.0924,0.7782,0.098,2.4443
fCMR_Philips_136,66,2.9182,1.2277,0.1389,0.5278,0.1764,1.7696
fCMR_Philips_087,66,2.9694,1.5969,0.3627,2.3908,0.3766,5.3066
fCMR_Philips_003,66,0.6373,2.1675,0.2152,0.203,0.2234,0.8133
fCMR_Philips_047,66,2.1486,2.0524,0.2103,1.6884,0.3003,4.9022
fCMR_Philips_057,66,2.8174,1.975,0.2676,0.8309,0.2831,2.4951
fCMR_Philips_097,66,2.1001,2.4582,0.3907,0.231,0.4239,0.9301
fCMR_Philips_070,66,1.4311,3.2932,0.3823,0.7878,0.3881,2.9801
fCMR_Philips_068,66,1.1302,2.6355,0.2625,0.8469,0.2745,2.079
fCMR_Philips_117,67,1.2708,1.1293,0.1461,0.3211,0.1485,1.1316
fCMR_Philips_002,67,3.1013,2.5702,0.2139,0.7553,0.2391,2.4876
fCMR_Philips_052,67,2.4283,2.7743,0.1564,0.8053,0.1718,2.1557
fCMR_Philips_123,67,2.918,2.4773,0.102,0.2643,0.1502,1.1722
fCMR_Philips_079,67,1.3573,2.3299,0.1116,0.133,0.1475,1.2534
fCMR_Philips_041,67,2.9822,1.8981,0.0549,0.3146,0.1547,1.3751
fCMR_Philips_090,67,1.6214,2.4108,0.1146,0.4365,0.1517,1.2968
fCMR_Philips_114,67,2.7862,3.3641,0.1426,1.587,0.1575,3.4913
fCMR_Philips_065,67,2.1311,2.1074,0.0954,1.3509,0.1202,3.573
fCMR_Philips_132,67,2.6322,2.0575,0.2203,3.6246,0.2324,7.6587
fCMR_Philips_031,67,2.9377,2.5422,0.169,0.685,0.192,2.0592
fCMR_Philips_104,67,2.8424,2.3773,0.1723,2.3208,0.2185,5.087
fCMR_Philips_094,67,3.1292,2.2092,0.1553,0.4219,0.1719,1.6196
fCMR_Philips_136,67,1.5003,2.7922,0.1119,0.2196,0.137,1.0032
fCMR_Philips_087,67,2.7626,2.2213,0.3556,1.1437,0.3578,2.4732
fCMR_Philips_003,67,2.5021,0.6627,0.188,0.4512,0.1953,1.938
fCMR_Philips_047,67,2.8881,2.5872,0.2451,2.8852,0.2643,7.3929
fCMR_Philips_057,67,2.8649,2.015,0.1915,0.9738,0.2142,2.2329
fCMR_Philips_097,67,1.9362,2.3487,0.2867,0.6221,0.3019,1.7339
fCMR_Philips_070,67,2.1623,3.0426,0.406,1.4009,0.4197,3.3335
fCMR_Philips_068,67,2.5031,2.5863,0.3466,0.5976,0.351,1.866
fCMR_Philips_117,68,2.1999,2.6601,0.0924,0.6493,0.1304,2.4486
fCMR_Philips_002,68,3.0214,2.8316,0.2355,1.0389,0.2437,2.2935
fCMR_Philips_052,68,2.0449,3.1285,0.2025,0.4139,0.2218,1.519
fCMR_Philips_123,68,2.4939,3.2237,0.136,0.0329,0.1617,0.4474
fCMR_Philips_079,68,2.4345,2.2344,0.0633,0.2524,0.0927,1.537
fCMR_Philips_041,68,1.5544,1.7174,0.1126,0.3516,0.1462,1.0408
fCMR_Philips_090,68,3.0588,2.9081,0.1712,1.2934,0.1849,3.1229
fCMR_Philips_114,68,1.7383,2.3043,0.1274,1.2363,0.1483,2.8015
fCMR_Philips_065,68,1.6498,2.9894,0.0858,1.4172,0.101,3.7799
fCMR_Philips_132,68,2.0096,2.1408,0.1562,4.6384,0.1733,9.8729
fCMR_Philips_031,68,2.5721,2.6415,0.0476,0.6802,0.1373,1.8813
fCMR_Philips_104,68,0.7185,2.7394,0.1346,2.1426,0.1741,4.8726
fCMR_Philips_094,68,2.3343,2.4193,0.1588,0.1402,0.1654,1.2746
fCMR_Philips_136,68,3.109,1.9661,0.0866,0.0341,0.1177,0.5831
